timestamp,session_id,is_exported
1659095944188,real1,0
1659095949788,real1,0
1659095969189,real1,0
1659096182796,real1,0
1659096185988,real1,0
1659096188190,real1,0
1659096192993,real1,0
1659096200595,real1,0
1659096212389,real1,0
1659096224832,real1,0
1659096240589,real1,0
1659096243988,real1,0
1659096248795,real1,0
1659096261788,real1,0
1659096301189,real1,0
1659096302988,real1,0
1659096306613,real1,0
1659096310215,real1,0
1659096345507,real1,0
1659096362849,real1,0
