"timestamp","latitude","longitude","avg_acc_x","avg_acc_y","avg_acc_z","avg_gyro_x","avg_gyro_y","avg_gyro_z","avg_speed","std_acc_x","std_acc_y","std_acc_z","std_gyro_x","std_gyro_y","std_gyro_z","std_speed","max_acc_x","max_acc_y","max_acc_z","max_gyro_x","max_gyro_y","max_gyro_z","max_speed","min_acc_x","min_acc_y","min_acc_z","min_gyro_x","min_gyro_y","min_gyro_z","min_speed","label"
1659095876992.0,6.672684,-1.5672777,-0.14068890810012818,0.31798648834228516,0.9912763595581054,-0.046792277693748476,-0.07293731272220612,-0.3418401926755905,0.0,0.4312168778160875,0.35063786290210436,1.2571608583320562,0.09358455538749695,0.1960580964661941,0.0751325556982625,0.0,0.2732936143875122,0.9569401741027832,3.1370434761047363,0.0,0.21441370248794556,-0.2370157092809677,0.0,-0.9767381548881531,0.0,-0.5287790298461914,-0.23396138846874237,-0.34025195240974426,-0.45142942667007446,0.0,0
1659095877589.0,6.672684,-1.5672777,-0.32970393896102906,-0.14834222793579102,-0.016147613525390625,-0.046792277693748476,-0.09798278510570527,-0.15283848345279694,0.0,0.356690799849071,0.19087454840193477,0.579368196085686,0.09358455538749695,0.12006608806409484,0.12568655912951635,0.0,0.0,0.0,0.7695150375366211,0.0,0.0,0.0,0.0,-0.9767381548881531,-0.46338891983032227,-0.7756385803222656,-0.23396138846874237,-0.25106561183929443,-0.2816088795661926,0.0,0
1659095878190.0,6.672684,-1.5672777,-0.27332171201705935,-0.19249248504638672,-0.16458721160888673,0.0,0.0,0.0,0.0,0.2588082084320008,0.5210661112961847,1.2634906469184368,0.0,0.0,0.0,0.0,0.0,0.6409182548522949,1.5682735443115234,0.0,0.0,0.0,0.0,-0.6948270201683044,-0.9597554206848145,-1.7684612274169922,0.0,0.0,0.0,0.0,0
1659095878789.0,6.672684,-1.5672777,-0.4105813205242157,-0.195076847076416,-0.6617177963256836,0.0,0.0,0.0,0.0,0.3176145343011027,0.5056433076445533,0.8227793902402927,0.0,0.0,0.0,0.0,0.0,0.4160499572753906,0.2659339904785156,0.0,0.0,0.0,0.0,-0.8606950044631958,-0.9597554206848145,-1.7684612274169922,0.0,0.0,0.0,0.0,0
1659095879389.0,6.672684,-1.5672777,-0.04840115904808044,0.28397502899169924,0.47205677032470705,0.0,0.0,0.0,0.0,0.18825756231406612,0.37554013839034395,0.7651178955063432,0.0,0.0,0.0,0.0,0.255378782749176,0.7845211029052734,1.756648063659668,0.0,0.0,0.0,0.0,-0.2500847578048706,-0.3787117004394531,-0.6264190673828125,0.0,0.0,0.0,0.0,0
1659095879989.0,6.672684,-1.5672777,0.18842873573303223,0.3676118850708008,0.5478568077087402,0.04715879559516907,0.0,0.0,0.05536733269691467,0.17234661783460808,0.3986636360287989,0.7174359005302611,0.09431759119033814,0.0,0.0,0.11073466539382934,0.4551911950111389,0.7845211029052734,1.756648063659668,0.23579397797584534,0.0,0.0,0.27683666348457336,0.0,-0.38397979736328125,-0.499265193939209,0.0,0.0,0.0,0.0,0
1659095880589.0,6.672662,-1.5672743,0.17730370163917542,-0.0841064453125,-0.24985742568969727,0.04715879559516907,0.0,0.0,0.22146933078765868,0.2899804991855614,0.36356692377300226,0.46811929389792084,0.09431759119033814,0.0,0.0,0.11073466539382935,0.48513665795326233,0.5880560874938965,0.4317445755004883,0.23579397797584534,0.0,0.0,0.27683666348457336,-0.28538304567337036,-0.38397979736328125,-0.9609284400939941,0.0,0.0,0.0,0.0,0
1659095881189.0,6.672662,-1.5672743,-0.05707660913467407,-0.12192783355712891,-0.3301218032836914,0.0,0.0,0.0,0.27683666348457336,0.11415321826934814,0.3351410876310799,0.7952268977511819,0.0,0.0,0.0,0.0,0.0,0.32421112060546875,0.7833480834960938,0.0,0.0,0.0,0.27683666348457336,-0.28538304567337036,-0.6846160888671875,-1.4730286598205566,0.0,0.0,0.0,0.27683666348457336,0
1659095881790.0,6.672662,-1.5672743,0.00022603273391723632,0.05133075714111328,0.5392329216003418,0.0,0.0,0.0,0.27683666348457336,0.1488471859362598,0.3172553762152846,0.7050952740582482,0.0,0.0,0.0,0.0,0.2359127402305603,0.41845703125,1.2567481994628906,0.0,0.0,0.0,0.27683666348457336,-0.23478257656097412,-0.48601436614990234,-0.5470070838928223,0.0,0.0,0.0,0.27683666348457336,0
1659095882389.0,6.672662,-1.5672743,0.00022603273391723632,0.157150936126709,0.6497570037841797,-0.04056145250797272,0.0,0.0,0.27683666348457336,0.1488471859362598,0.193148526589118,0.5546793242765173,0.08112290501594543,0.0,0.0,0.0,0.2359127402305603,0.41845703125,1.2567481994628906,0.0,0.0,0.0,0.27683666348457336,-0.23478257656097412,0.0,0.0,-0.2028072625398636,0.0,0.0,0.27683666348457336,0
1659095882990.0,6.672662,-1.5672743,-0.05089219212532044,-0.025811195373535156,-0.15587663650512695,0.0,0.0,0.0,0.27683666348457336,0.20217538353784867,0.27493395443355484,0.9164756099754725,0.0,0.0,0.0,0.0,0.27494391798973083,0.3672976493835449,0.7889614105224609,0.0,0.0,0.0,0.27683666348457336,-0.2929476499557495,-0.4963536262512207,-1.8952107429504395,0.0,0.0,0.0,0.27683666348457336,0
1659095883588.0,6.672662,-1.5672743,-0.07126600742340088,-0.20346174240112305,-0.32973079681396483,0.0,0.0,0.0,0.27683666348457336,0.29000088760564957,0.24931013640106986,0.9776180961023088,0.0,0.0,0.0,0.0,0.29028087854385376,0.0,0.5495481491088867,0.0,0.0,0.0,0.27683666348457336,-0.35068920254707336,-0.5209550857543945,-1.8952107429504395,0.0,0.0,0.0,0.27683666348457336,0
1659095884190.0,6.672662,-1.5672743,-0.06010178327560425,-0.1678645133972168,-0.023475265502929686,0.0,0.0,0.0,2.2124503791332244,0.21969480775985753,0.13971366697936838,0.49372278944554004,0.0,0.0,0.0,2.370632971235903,0.29028087854385376,0.0,0.5495481491088867,0.0,0.0,0.0,5.115870952606201,-0.3128718137741089,-0.32909631729125977,-0.7999248504638672,0.0,0.0,0.0,0.27683666348457336,0
1659095884790.0,6.6729585,-1.5674281,-0.06257436275482178,-0.07599000930786133,-0.21662845611572265,0.0,0.0,0.0,5.115870952606201,0.12514872550964357,0.19141397187224732,0.5614011820506993,0.0,0.0,0.0,0.0,0.0,0.2009263038635254,0.3704872131347656,0.0,0.0,0.0,5.115870952606201,-0.3128718137741089,-0.32909631729125977,-0.9670438766479492,0.0,0.0,0.0,5.115870952606201,0
1659095885388.0,6.6729585,-1.5674281,-0.0933906078338623,0.1539017677307129,0.15221776962280273,0.0,0.0,0.0,5.2887575149536135,0.1867812156677246,0.22146273180800974,0.4082039606363903,0.0,0.0,0.0,0.34577312469482424,0.0,0.5685825347900391,0.37471771240234375,0.0,0.0,0.0,5.980303764343262,-0.4669530391693115,0.0,-0.6629786491394043,0.0,0.0,0.0,5.115870952606201,0
1659095885988.0,6.6730298,-1.5674441,-0.16464852094650267,0.32680721282958985,0.5158747673034668,0.0,0.0,0.0,5.807417201995849,0.2046664203377374,0.31275522247830967,0.895618799773982,0.0,0.0,0.0,0.34577312469482424,0.0,0.7898378372192383,2.1156272888183594,0.0,0.0,0.0,5.980303764343262,-0.4669530391693115,0.0,-0.6629786491394043,0.0,0.0,0.0,5.115870952606201,0
